"","Project_Name","Site_Year_Code","Habitat","General_Category","General_Category_lvl2","Family","Species","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Percent_Of_Total_Harvest","Conversion_Units_To_Pounds","Resource_Harvest_Units","Est_Comm_Population","Type","Site","Year","Genus"
"4659","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",NA,87,1.342,0.57,NA,14,2.3718001e-05,"6.4","Ind.","152.3",NA,"Gustavus","1987","Octopus"
"4660","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",NA,24,0.366,0.16,NA,24,6.5428967e-06,"1","lb.","152.3",NA,"Gustavus","1987","Shrimp"
"4661","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",NA,59,0.907,0.39,NA,59,1.6084621e-05,"1","lb.","152.3",NA,"Gustavus","1987","Unknown Marine Invertebrates"
"4662","Haines/Klukwan 1983",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",146.3,660,1,0.35,209,938,2.7496677e-05,"0.7","Ind.","1908.2",NA,"Haines","1983","Dungeness Crab"
"4663","Haines/Klukwan 1983",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",342.7,1538,2.33,0.81,149,669,6.407559e-05,"2.3","Ind.","1908.2",NA,"Haines","1983","King Crab"
"4664","Haines/Klukwan 1983",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Geoduck","Geoduck",0,0,0,0,0,0,0,NA,NA,"1908.2",NA,"Haines","1983","Geoduck"
"4665","Haines/Klukwan 1983",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",100,449,0.68,0.24,10,45,1.8706072e-05,"10","Ind.","1908.2",NA,"Haines","1983","Octopus"
"4666","Haines/Klukwan 1983",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",5,20,0.03,0.01,5,22,8.332326e-07,"1","lb.","1908.2",NA,"Haines","1983","Shrimp"
"4667","Haines/Klukwan 1983",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",0,0,0,0,0,0,0,NA,NA,"1908.2",NA,"Haines","1983","Unknown Marine Invertebrates"
"4668","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",NA,0,0,0,NA,0,0,NA,NA,"1622.6",NA,"Haines","1987","Abalone"
"4669","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",NA,2060,3.386,1.27,NA,1560,0.00013044167,"1.32","Ind.","1622.6",NA,"Haines","1987","Dungeness Crab"
"4670","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",NA,814,1.339,0.5,NA,154,5.154345e-05,"5.3","Ind.","1622.6",NA,"Haines","1987","King Crab"
"4671","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",NA,0,0,0,NA,0,0,NA,NA,"1622.6",NA,"Haines","1987","Octopus"
"4672","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",NA,0,0,0,NA,0,0,NA,NA,"1622.6",NA,"Haines","1987","Shrimp"
"4673","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",NA,37,0.061,0.02,NA,37,2.3428843e-06,"1","lb.","1622.6",NA,"Haines","1987","Unknown Marine Invertebrates"
"4674","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",NA,260,8.102,3.27,NA,260,0.00017922383,"1","lb.","79.4",NA,"Hollis","1987","Abalone"
"4675","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",NA,439,13.689,5.53,NA,333,0.00030261255,"1.32","Ind.","79.4",NA,"Hollis","1987","Dungeness Crab"
"4676","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",NA,100,3.108,1.26,NA,19,6.893224e-05,"5.3","Ind.","79.4",NA,"Hollis","1987","King Crab"
"4677","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",NA,64,2.004,0.81,NA,10,4.4116634e-05,"6.4","Ind.","79.4",NA,"Hollis","1987","Octopus"
"4678","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",NA,298,9.281,3.75,NA,298,0.00020541808,"1","lb.","79.4",NA,"Hollis","1987","Shrimp"
"4679","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",NA,19,0.605,0.24,NA,19,1.3097126e-05,"1","lb.","79.4",NA,"Hollis","1987","Unknown Marine Invertebrates"
"4680","Southeast Timber 1985/1986",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",0,0,0,0,0,0,0,NA,NA,"895.2",NA,"Hoonah","1985","Abalone"
"4681","Southeast Timber 1985/1986",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",1815,7157,25.56,7.99,726,2863,0.0003806591,"2.5","Ind.","895.2",NA,"Hoonah","1985","Dungeness Crab"
"4682","Southeast Timber 1985/1986",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",250,986,3.52,1.1,36,142,5.2442345e-05,NA,"Ind.","895.2",NA,"Hoonah","1985","King Crab"
"4683","Southeast Timber 1985/1986",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Geoduck","Geoduck",15,59,0.21,0.07,3,12,3.138031e-06,"5","5 Gal Bckt","895.2",NA,"Hoonah","1985","Geoduck"
"4684","Southeast Timber 1985/1986",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",5,20,0.07,0.02,0.5,2,1.0637392e-06,"10","Ind.","895.2",NA,"Hoonah","1985","Octopus"
"4685","Southeast Timber 1985/1986",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Oyster","Oyster",0,0,0,0,0,0,0,NA,NA,"895.2",NA,"Hoonah","1985","Oyster"
"4686","Southeast Timber 1985/1986",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",41,162,0.58,0.18,41,162,8.616288e-06,"1","lb.","895.2",NA,"Hoonah","1985","Shrimp"
"4687","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",NA,0,0,0,NA,0,0,NA,NA,"699.8",NA,"Hoonah","1987","Abalone"
"4688","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",NA,8725,39.829,12.47,NA,6610,0.00032390756,"1.32","Ind.","699.8",NA,"Hoonah","1987","Dungeness Crab"
"4689","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",NA,763,3.483,1.09,NA,144,2.8325667e-05,"5.3","Ind.","699.8",NA,"Hoonah","1987","King Crab"
"4690","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",NA,248,1.131,0.35,NA,39,9.206769e-06,"6.4","Ind.","699.8",NA,"Hoonah","1987","Octopus"
"4691","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",NA,332,1.513,0.47,NA,332,1.2325192e-05,"1","lb.","699.8",NA,"Hoonah","1987","Shrimp"
"4692","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",NA,5,0.024,0.01,NA,5,1.8562035e-07,"1","lb.","699.8",NA,"Hoonah","1987","Unknown Marine Invertebrates"
"4693","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",NA,1405,12.774,3.71,NA,1405,0.00011019348,"1","lb.","379.1",NA,"Hydaburg","1987","Abalone"
"4694","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",NA,5997,54.512,15.82,NA,4543,0.00047034188,"1.32","Ind.","379.1",NA,"Hydaburg","1987","Dungeness Crab"
"4695","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",NA,251,2.28,0.66,NA,47,1.9685813e-05,"5.3","Ind.","379.1",NA,"Hydaburg","1987","King Crab"
"4696","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",NA,334,3.04,0.88,NA,52,2.6195461e-05,"6.4","Ind.","379.1",NA,"Hydaburg","1987","Octopus"
"4697","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",NA,996,9.056,2.63,NA,996,7.811581e-05,"1","lb.","379.1",NA,"Hydaburg","1987","Shrimp"
"4698","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",NA,46,0.416,0.12,NA,46,3.6077583e-06,"1","lb.","379.1",NA,"Hydaburg","1987","Unknown Marine Invertebrates"
"4699","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",30,35,0.909,0.45,30,35,1.3015991e-05,"1","lb.","77.9",NA,"Hyder","1987","Abalone"
"4700","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",2686.2,3175,81.4,40.77,2035,2405,0.0011807363,"1.32","Ind.","77.9",NA,"Hyder","1987","Dungeness Crab"
"4701","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",201.4,238,6.103,3.06,38,45,8.850874e-05,"5.3","Ind.","77.9",NA,"Hyder","1987","King Crab"
"4702","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",25.6,30,0.776,0.39,4,5,1.1156563e-05,"6.4","Ind.","77.9",NA,"Hyder","1987","Octopus"
"4703","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",702,830,21.273,10.66,702,830,0.00030866492,"1","lb.","77.9",NA,"Hyder","1987","Shrimp"
"4704","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",40,47,1.212,0.6,40,47,1.7478616e-05,"1","lb.","77.9",NA,"Hyder","1987","Unknown Marine Invertebrates"
"4705","Southeast Timber 1985/1986",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",1860,4543,26.57,7.26,744,1817,0.0003339606,"2.5","Ind.","625.4",NA,"Kake","1985","Dungeness Crab"
"4706","Southeast Timber 1985/1986",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",153,374,2.19,0.6,29,71,2.7493126e-05,NA,"Ind.","625.4",NA,"Kake","1985","King Crab"
"4707","Southeast Timber 1985/1986",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",280,684,4,1.09,28,68,5.0281546e-05,"10","Ind.","625.4",NA,"Kake","1985","Octopus"
"4708","Southeast Timber 1985/1986",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",54,132,0.77,0.21,54,132,9.703456e-06,"1","lb.","625.4",NA,"Kake","1985","Shrimp"
"4709","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",NA,0,0,0,NA,0,0,NA,NA,"642",NA,"Kake","1987","Abalone"
"4710","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",NA,1907,9.903,2.97,NA,1445,0.00018241648,"1.32","Ind.","642",NA,"Kake","1987","Dungeness Crab"
"4711","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",NA,85,0.439,0.13,NA,16,8.130782e-06,"5.3","Ind.","642",NA,"Kake","1987","King Crab"
"4712","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",NA,601,3.119,0.94,NA,94,5.7489407e-05,"6.4","Ind.","642",NA,"Kake","1987","Octopus"
"4713","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",NA,0,0,0,NA,0,0,NA,NA,"642",NA,"Kake","1987","Shrimp"
"4714","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",NA,0,0,0,NA,0,0,NA,NA,"642",NA,"Kake","1987","Unknown Marine Invertebrates"
"4715","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",22,22,1.571,0.55,22,22,3.0286345e-05,"1","lb.","40",NA,"Kasaan","1987","Abalone"
"4716","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",943.8,944,67.414,23.6,715,715,0.0012995595,"1.32","Ind.","40",NA,"Kasaan","1987","Dungeness Crab"
"4717","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",0,0,0,0,0,0,0,NA,NA,"40",NA,"Kasaan","1987","King Crab"
"4718","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",57.6,58,4.114,1.45,9,9,7.984581e-05,"6.4","Ind.","40",NA,"Kasaan","1987","Octopus"
"4719","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",200,200,14.286,5,200,200,0.00027533039,"1","lb.","40",NA,"Kasaan","1987","Shrimp"
"4720","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",15,15,1.071,0.38,15,15,2.064978e-05,"1","lb.","40",NA,"Kasaan","1987","Unknown Marine Invertebrates"
"4721","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",242.5,883,6.74,1.87,48.5,176,8.357469e-05,"5","5 Gal Bckt","473.1",NA,"Klawock","1984","Abalone"
"4722","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Red (large) Chiton",0,0,0,0,0,0,0,NA,NA,"473.1",NA,"Klawock","1984","Red (large) Chiton"
"4723","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Black (small) Chiton",252.5,918,7.01,1.94,50.5,184,8.688738e-05,"5","5 Gal Bckt","473.1",NA,"Klawock","1984","Black (small) Chiton"
"4724","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam",85,309,2.36,0.65,42.5,155,2.9246408e-05,"2","5 Gal Bckt","473.1",NA,"Klawock","1984","Butter Clam"
"4725","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Horse Clam",30,109,0.83,0.23,15,55,1.0316694e-05,"2","5 Gal Bckt","473.1",NA,"Klawock","1984","Horse Clam"
"4726","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam",6,22,0.17,0.05,3,11,2.0822686e-06,"2","5 Gal Bckt","473.1",NA,"Klawock","1984","Razor Clam"
"4727","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Unknown Clam",0,0,0,0,0,0,0,NA,NA,"473.1",NA,"Klawock","1984","Unknown Clam"
"4728","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Cockle","Basket Cockle",15,55,0.42,0.12,7.5,27,5.205671e-06,"2","5 Gal Bckt","473.1",NA,"Klawock","1984","Basket Cockle"
"4729","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Cockle","Heart Cockle",8,29,0.22,0.06,4,15,2.7448084e-06,"2","5 Gal Bckt","473.1",NA,"Klawock","1984","Heart Cockle"
"4730","Southeast Timber 1984/1985",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","Box Crab",209,761,5.81,1.61,95,346,7.2027564e-05,"2.2","Ind.","473.1",NA,"Klawock","1984","Box Crab"
"4731","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",1122.5,4085,31.18,8.64,449,1634,0.0003866394,"2.5","Ind.","473.1",NA,"Klawock","1984","Dungeness Crab"
"4732","Southeast Timber 1984/1985",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",0,0,0,0,0,0,0,NA,NA,"473.1",NA,"Klawock","1984","King Crab"
"4733","Southeast Timber 1984/1985",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","Unknown Crab",0,0,0,0,0,0,0,NA,NA,"473.1",NA,"Klawock","1984","Unknown Crab"
"4734","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Geoduck","Geoduck",0,0,0,0,0,0,0,NA,NA,"473.1",NA,"Klawock","1984","Geoduck"
"4735","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Mussel","Blue Mussel",2.5,9,0.07,0.02,0.5,2,8.518371e-07,"5","5 Gal Bckt","473.1",NA,"Klawock","1984","Blue Mussel"
"4736","Southeast Timber 1984/1985",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",210,764,5.83,1.62,210,764,7.231151e-05,"1","lb.","473.1",NA,"Klawock","1984","Octopus"
"4737","Southeast Timber 1984/1985",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Oyster","Oyster",15,55,0.42,0.12,3,11,5.205671e-06,"5","5 Gal Bckt","473.1",NA,"Klawock","1984","Oyster"
"4738","Southeast Timber 1984/1985",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",35,127,0.97,0.27,35,127,1.2020369e-05,"1","lb.","473.1",NA,"Klawock","1984","Shrimp"
"4739","Southeast Timber 1984/1985",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Squid","Squid",0,0,0,0,0,0,0,NA,NA,"473.1",NA,"Klawock","1984","Squid"
"4740","Southeast Timber 1984/1985",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Whelk","Whelk",0,0,0,0,0,0,0,NA,NA,"473.1",NA,"Klawock","1984","Whelk"
"4741","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",NA,2295,10.236,2.9,NA,2295,0.000117747855,"1","lb.","790.3",NA,"Klawock","1987","Abalone"
"4742","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",NA,4116,18.364,5.21,NA,3119,0.00021117655,"1.32","Ind.","790.3",NA,"Klawock","1987","Dungeness Crab"
"4743","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",NA,2120,9.458,2.68,NA,400,0.000108769265,"5.3","Ind.","790.3",NA,"Klawock","1987","King Crab"
"4744","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",NA,555,2.478,0.7,NA,87,2.8474973e-05,"6.4","Ind.","790.3",NA,"Klawock","1987","Octopus"
"4745","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",NA,138,0.613,0.17,NA,138,7.0802635e-06,"1","lb.","790.3",NA,"Klawock","1987","Shrimp"
"4746","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",NA,136,0.605,0.17,NA,136,6.977651e-06,"1","lb.","790.3",NA,"Klawock","1987","Unknown Marine Invertebrates"
"4747","Haines/Klukwan 1983",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",1.4,2,0.04,0.01,2,2,7.6303843e-07,"0.7","Ind.","154.1",NA,"Klukwan","1983","Dungeness Crab"
"4748","Haines/Klukwan 1983",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",0,0,0,0,0,0,0,NA,NA,"154.1",NA,"Klukwan","1983","King Crab"
"4749","Haines/Klukwan 1983",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Geoduck","Geoduck",0,0,0,0,0,0,0,NA,NA,"154.1",NA,"Klukwan","1983","Geoduck"
"4750","Haines/Klukwan 1983",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",0,0,0,0,0,0,0,NA,NA,"154.1",NA,"Klukwan","1983","Octopus"
"4751","Haines/Klukwan 1983",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",0,0,0,0,0,0,0,NA,NA,"154.1",NA,"Klukwan","1983","Shrimp"
"4752","Haines/Klukwan 1983",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",0,0,0,0,0,0,0,NA,NA,"154.1",NA,"Klukwan","1983","Unknown Marine Invertebrates"
"4753","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",NA,0,0,0,NA,0,0,NA,NA,"133.4",NA,"Klukwan","1987","Abalone"
"4754","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",NA,60,1.537,0.45,NA,46,1.8885148e-05,"1.32","Ind.","133.4",NA,"Klukwan","1987","Dungeness Crab"
"4755","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",NA,27,0.675,0.2,NA,5,8.498316e-06,"5.3","Ind.","133.4",NA,"Klukwan","1987","King Crab"
"4756","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",NA,0,0,0,NA,0,0,NA,NA,"133.4",NA,"Klukwan","1987","Octopus"
"4757","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",NA,0,0,0,NA,0,0,NA,NA,"133.4",NA,"Klukwan","1987","Shrimp"
"4758","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",NA,0,0,0,NA,0,0,NA,NA,"133.4",NA,"Klukwan","1987","Unknown Marine Invertebrates"
"4759","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",NA,2804,6.704,1.8,NA,2804,0.00025720996,"1","lb.","1554.2",NA,"Metlakatla","1987","Abalone"
"4760","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",NA,4671,11.168,3.01,NA,3538,0.0004284692,"1.32","Ind.","1554.2",NA,"Metlakatla","1987","Dungeness Crab"
"4761","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",NA,158,0.377,0.1,NA,30,1.4493285e-05,"5.3","Ind.","1554.2",NA,"Metlakatla","1987","King Crab"
"4762","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",NA,2897,6.928,1.86,NA,453,0.00026574082,"6.4","Ind.","1554.2",NA,"Metlakatla","1987","Octopus"
"4763","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",NA,280,0.669,0.18,NA,280,2.5684303e-05,"1","lb.","1554.2",NA,"Metlakatla","1987","Shrimp"
"4764","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",NA,238,0.568,0.15,NA,238,2.1831658e-05,"1","lb.","1554.2",NA,"Metlakatla","1987","Unknown Marine Invertebrates"
"4765","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",5,5,0.5,0.17,5,5,4.027062e-06,"1","lb.","30",NA,"Meyers Chuck","1987","Abalone"
"4766","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",401.28,401,40.128,13.37,304,304,0.0003229704,"1.32","Ind.","30",NA,"Meyers Chuck","1987","Dungeness Crab"
"4767","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",0,0,0,0,0,0,0,NA,NA,"30",NA,"Meyers Chuck","1987","King Crab"
"4768","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus",32,32,3.2,1.07,5,5,2.5773195e-05,"6.4","Ind.","30",NA,"Meyers Chuck","1987","Octopus"
"4769","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp",610,610,61,20.33,610,610,0.00049130153,"1","lb.","30",NA,"Meyers Chuck","1987","Shrimp"
"4770","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates",0,0,0,0,0,0,0,NA,NA,"30",NA,"Meyers Chuck","1987","Unknown Marine Invertebrates"
"4771","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone",NA,111,1.348,0.46,NA,111,1.3056212e-05,"1","lb.","238.4",NA,"Pelican","1987","Abalone"
"4772","Tongass Resource Use Cooperative Study 1987",NA,"Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab",NA,1106,13.426,4.62,NA,838,0.00013009162,"1.32","Ind.","238.4",NA,"Pelican","1987","Dungeness Crab"
"4773","Tongass Resource Use Cooperative Study 1987",NA,"Marine","Marine Invertebrates","Marine Invertebrates","Crab","King Crab",NA,246,2.983,1.03,NA,46,2.8935388e-05,"5.3","Ind.","238.4",NA,"Pelican","1987","King Crab"
